Query_ID	Doc_ID	Rank	Score
1	326	1	22.0
1	370	2	17.333333333333332
1	308	3	17.0
1	334	4	11.999999999999998
1	359	5	10.666666666666666
1	257	6	10.666666666666666
1	304	7	8.666666666666666
1	349	8	8.666666666666666
1	323	9	7.333333333333334
1	268	10	6.666666666666666
1	382	11	5.333333333333333
1	211	12	5.333333333333333
1	288	13	4.666666666666666
1	395	14	3.666666666666667
1	376	15	3.333333333333333
1	324	16	3.0
1	171	17	2.666666666666667
1	47	18	2.3333333333333335
1	121	19	2.333333333333333
1	135	20	2.0
2	326	1	24.999999999999993
2	349	2	20.999999999999996
2	334	3	20.666666666666664
2	370	4	20.666666666666664
2	211	5	19.0
2	359	6	12.666666666666668
2	308	7	11.0
2	304	8	10.000000000000002
2	407	9	8.0
2	121	10	7.999999999999999
2	395	11	7.999999999999999
2	257	12	6.999999999999999
2	383	13	6.999999999999998
2	268	14	6.666666666666666
2	323	15	6.666666666666665
2	294	16	6.333333333333333
2	252	17	6.333333333333333
2	156	18	6.0
2	12	19	5.999999999999999
2	350	20	5.999999999999999
3	211	1	21.333333333333332
3	349	2	19.666666666666664
3	326	3	16.333333333333332
3	334	4	15.666666666666664
3	316	5	12.0
3	308	6	11.333333333333332
3	407	7	10.999999999999998
3	12	8	10.0
3	252	9	10.0
3	47	10	9.666666666666666
3	121	11	9.666666666666666
3	343	12	9.333333333333334
3	175	13	7.333333333333333
3	350	14	7.0
3	294	15	6.999999999999999
3	395	16	6.999999999999999
3	370	17	6.333333333333334
3	257	18	6.0
3	185	19	6.0
3	383	20	5.999999999999999
4	211	1	25.333333333333332
4	326	2	22.666666666666668
4	349	3	21.666666666666668
4	334	4	21.666666666666664
4	370	5	18.333333333333332
4	308	6	14.333333333333332
4	359	7	14.0
4	407	8	11.0
4	304	9	10.0
4	395	10	9.0
4	257	11	8.666666666666666
4	383	12	7.999999999999999
4	252	13	7.666666666666666
4	350	14	7.333333333333332
4	12	15	6.999999999999999
4	268	16	6.666666666666666
4	323	17	6.333333333333333
4	121	18	6.333333333333332
4	171	19	6.0
4	384	20	5.999999999999999
5	211	1	13.666666666666666
5	349	2	13.666666666666666
5	326	3	10.666666666666666
5	334	4	9.666666666666666
5	407	5	7.333333333333333
5	308	6	6.666666666666666
5	370	7	6.666666666666666
5	252	8	6.333333333333333
5	395	9	6.333333333333332
5	12	10	5.666666666666666
5	304	11	4.999999999999999
5	359	12	4.666666666666666
5	350	13	4.333333333333333
5	324	14	4.0
5	383	15	4.0
5	121	16	3.9999999999999996
5	170	17	3.3333333333333335
5	257	18	3.333333333333333
5	384	19	3.333333333333333
5	30	20	3.333333333333333
6	326	1	27.999999999999996
6	308	2	22.333333333333332
6	211	3	19.333333333333332
6	349	4	17.999999999999996
6	334	5	16.333333333333332
6	324	6	11.333333333333334
6	257	7	11.0
6	407	8	10.666666666666666
6	323	9	10.333333333333332
6	304	10	9.999999999999998
6	268	11	8.333333333333334
6	252	12	8.0
6	395	13	8.0
6	359	14	7.666666666666665
6	370	15	7.0
6	12	16	6.666666666666666
6	288	17	6.333333333333333
6	350	18	6.0
6	383	19	5.333333333333333
6	343	20	4.666666666666666
7	156	1	12.333333333333332
7	294	2	8.666666666666668
7	384	3	8.666666666666666
7	121	4	8.666666666666666
7	377	5	6.666666666666666
7	49	6	6.333333333333332
7	343	7	6.0
7	107	8	5.333333333333333
7	327	9	5.333333333333333
7	87	10	4.666666666666666
7	47	11	4.666666666666666
7	88	12	4.666666666666666
7	169	13	4.0
7	421	14	3.666666666666667
7	334	15	3.6666666666666665
7	287	16	3.6666666666666665
7	115	17	3.3333333333333335
7	290	18	3.3333333333333335
7	406	19	3.3333333333333335
7	373	20	3.333333333333333
8	156	1	19.666666666666664
8	339	2	14.666666666666666
8	358	3	11.0
8	155	4	9.333333333333332
8	61	5	6.999999999999999
8	47	6	6.333333333333332
8	303	7	4.999999999999999
8	212	8	4.333333333333333
8	269	9	3.6666666666666665
8	88	10	3.3333333333333335
8	343	11	3.333333333333333
8	242	12	2.6666666666666665
8	211	13	2.3333333333333335
8	334	14	2.333333333333333
8	144	15	2.333333333333333
8	258	16	2.333333333333333
8	121	17	2.333333333333333
8	249	18	1.6666666666666665
8	272	19	1.6666666666666665
8	301	20	1.6666666666666665
9	156	1	10.0
9	339	2	5.0
9	358	3	3.333333333333333
9	155	4	2.6666666666666665
9	61	5	2.6666666666666665
9	238	6	2.333333333333333
9	47	7	2.333333333333333
9	269	8	2.333333333333333
9	294	9	1.9999999999999998
9	242	10	1.6666666666666665
9	198	11	1.3333333333333333
9	334	12	1.3333333333333333
9	422	13	1.3333333333333333
9	88	14	1.3333333333333333
9	245	15	1.3333333333333333
9	303	16	1.3333333333333333
9	326	17	1.0
9	355	18	1.0
9	335	19	1.0
9	349	20	1.0
10	156	1	14.333333333333334
10	155	2	7.333333333333332
10	358	3	5.0
10	61	4	4.333333333333333
10	339	5	4.333333333333333
10	269	6	3.333333333333333
10	303	7	3.333333333333333
10	343	8	2.6666666666666665
10	258	9	2.6666666666666665
10	88	10	2.3333333333333335
10	144	11	2.333333333333333
10	121	12	2.0
10	47	13	1.9999999999999998
10	272	14	1.6666666666666665
10	405	15	1.6666666666666665
10	242	16	1.6666666666666665
10	49	17	1.6666666666666665
10	167	18	1.6666666666666665
10	349	19	1.6666666666666665
10	169	20	1.3333333333333333
11	156	1	10.666666666666666
11	121	2	9.666666666666666
11	294	3	7.333333333333333
11	343	4	7.333333333333332
11	316	5	7.0
11	47	6	6.666666666666666
11	290	7	5.333333333333333
11	88	8	4.333333333333333
11	159	9	3.9999999999999996
11	295	10	3.9999999999999996
11	327	11	3.9999999999999996
11	272	12	3.6666666666666665
11	266	13	3.6666666666666665
11	142	14	3.6666666666666665
11	175	15	3.6666666666666665
11	79	16	3.666666666666666
11	198	17	3.333333333333333
11	377	18	3.333333333333333
11	415	19	3.0
11	135	20	3.0
12	156	1	24.333333333333332
12	155	2	9.333333333333334
12	358	3	7.333333333333334
12	339	4	6.666666666666666
12	61	5	5.666666666666667
12	303	6	5.0
12	269	7	3.6666666666666665
12	242	8	3.333333333333333
12	159	9	2.9999999999999996
12	144	10	2.6666666666666665
12	258	11	2.6666666666666665
12	121	12	2.6666666666666665
12	88	13	2.3333333333333335
12	198	14	2.333333333333333
12	238	15	2.333333333333333
12	47	16	2.333333333333333
12	100	17	1.9999999999999998
12	334	18	1.6666666666666665
12	115	19	1.6666666666666665
12	167	20	1.6666666666666665
13	294	1	17.333333333333332
13	47	2	14.666666666666666
13	343	3	13.666666666666666
13	121	4	12.000000000000002
13	156	5	11.0
13	32	6	10.999999999999998
13	79	7	9.999999999999998
13	185	8	9.333333333333332
13	1	9	6.999999999999999
13	287	10	6.333333333333332
13	272	11	6.0
13	169	12	6.0
13	170	13	5.666666666666666
13	20	14	5.666666666666666
13	333	15	5.666666666666666
13	377	16	5.0
13	87	17	4.666666666666666
13	262	18	4.666666666666666
13	221	19	4.333333333333333
13	188	20	4.333333333333333
14	121	1	12.0
14	294	2	10.333333333333334
14	343	3	9.333333333333332
14	47	4	6.333333333333333
14	316	5	5.666666666666666
14	279	6	4.999999999999999
14	415	7	4.333333333333333
14	88	8	4.0
14	349	9	4.0
14	107	10	3.6666666666666665
14	156	11	3.6666666666666665
14	99	12	3.333333333333333
14	326	13	3.0
14	100	14	3.0
14	160	15	3.0
14	319	16	3.0
14	377	17	2.9999999999999996
14	359	18	2.6666666666666665
14	32	19	2.6666666666666665
14	48	20	2.6666666666666665
15	422	1	9.333333333333332
15	94	2	9.0
15	211	3	7.0
15	164	4	7.0
15	118	5	5.333333333333333
15	349	6	5.333333333333333
15	334	7	4.999999999999999
15	128	8	4.666666666666666
15	305	9	4.333333333333333
15	326	10	4.0
15	338	11	4.0
15	331	12	3.6666666666666665
15	308	13	3.3333333333333335
15	354	14	3.3333333333333335
15	382	15	3.333333333333333
15	359	16	3.333333333333333
15	294	17	3.333333333333333
15	343	18	3.0
15	407	19	3.0
15	367	20	3.0
16	343	1	29.999999999999996
16	121	2	10.666666666666666
