Query_ID	Doc_ID	Rank	Score
1	486	1	6.3164878418049595
1	51	2	5.704735175951929
1	12	3	5.618515812103415
1	184	4	5.487258778571239
1	878	5	4.758350313742382
1	359	6	3.9164365981746427
1	573	7	3.8559328398996673
1	141	8	3.848254195291096
1	879	9	3.7560186559341364
1	13	10	3.695118383843478
1	435	11	3.6370423154197042
1	746	12	3.5076270705306074
1	944	13	3.359153407397071
1	56	14	3.312532784393321
1	747	15	3.2460270862727523
1	876	16	3.218235121474473
1	663	17	3.1412371502288625
1	78	18	3.0996699721492655
1	1186	19	3.0681926678970246
1	665	20	3.0465208588946284
2	12	1	8.506499501988909
2	51	2	4.861596165754895
2	746	3	4.643685177178081
2	1169	4	4.255296107713671
2	141	5	3.9255596109158937
2	100	6	3.915693534581744
2	1089	7	3.7751325919449172
2	92	8	3.5825779426719118
2	724	9	3.5699471663996256
2	884	10	3.520568196144681
2	184	11	3.480050348571438
2	1170	12	3.3841153909257926
2	810	13	3.379792399741283
2	14	14	3.3303279562452652
2	172	15	3.309978850366936
2	1263	16	3.2785196539887127
2	700	17	3.2563528881827635
2	1361	18	3.1329182863171767
2	1042	19	3.058512738212632
2	909	20	3.0345337482940247
3	485	1	6.578768934817774
3	5	2	6.391908343102889
3	144	3	5.995495846273841
3	399	4	5.214369500235654
3	181	5	4.7732328627153695
3	91	6	4.521707648485769
3	90	7	4.476905206051864
3	542	8	3.5395628369616223
3	582	9	3.5111539954000146
3	579	10	3.41736307893933
3	6	11	3.4082593156050853
3	584	12	2.724765623186005
3	980	13	2.6555374302023522
3	349	14	2.6225277526911466
3	707	15	2.590401261701009
3	395	16	2.4165337024353253
3	1389	17	2.4096215516938013
3	585	18	2.3380576555235253
3	81	19	2.315645022118562
3	281	20	2.300798386285648
4	488	1	7.251641196369638
4	166	2	6.732139688704436
4	1275	3	5.588095038089243
4	1189	4	5.475117766191274
4	167	5	5.4395370622218735
4	1315	6	5.279914722669553
4	1061	7	5.1623006373603015
4	1374	8	4.82935527201639
4	1085	9	4.7679044752362065
4	185	10	4.762686158620049
4	575	11	4.708961906756963
4	1255	12	4.679244174702323
4	1312	13	4.3858625248823335
4	435	14	4.184236319462495
4	236	15	4.154154140709238
4	317	16	4.154120410212047
4	259	17	4.062034191476042
4	1221	18	3.995645693897976
4	541	19	3.995100245524623
4	1160	20	3.899487120229571
5	103	1	4.232311020835119
5	1032	2	4.004054852591052
5	968	3	3.3786113529206494
5	401	4	3.278383295633473
5	1296	5	3.13156349731946
5	943	6	3.100794742603105
5	552	7	3.031302120928213
5	1379	8	2.9042859837941406
5	368	9	2.8773677977211953
5	1272	10	2.72549155214255
5	1374	11	2.640170969304675
5	488	12	2.6311732156248313
5	625	13	2.5691822571801124
5	746	14	2.561497148249838
5	650	15	2.523151968141687
5	172	16	2.5162115235880314
5	367	17	2.508611580947893
5	410	18	2.4321750479963278
5	981	19	2.409437980861235
5	1158	20	2.3363747786510842
6	491	1	4.719059106835571
6	386	2	3.1665401339109422
6	257	3	3.1164403570709065
6	385	4	2.918975107874868
6	1374	5	2.6337750300121403
6	610	6	2.5916319988119496
6	142	7	2.4064511057741838
6	1196	8	2.404476917193878
6	418	9	2.3526248969241
6	767	10	2.3372334397461736
6	294	11	2.303921500330247
6	99	12	2.2975818288241996
6	271	13	2.2935443936768394
6	959	14	2.2523317280114963
6	1273	15	2.23436101610509
6	409	16	2.182546472463438
6	406	17	2.1740565758449435
6	1282	18	2.1667648186942223
6	72	19	2.116018160964975
6	522	20	2.112751006531004
7	492	1	11.328425538849725
7	973	2	5.306315263768856
7	122	3	4.818366939194369
7	434	4	4.804678337107901
7	57	5	4.592212571754837
7	1231	6	4.589754131313077
7	56	7	4.4830765424834516
7	232	8	4.13931222103447
7	1307	9	4.114749172382595
7	688	10	3.8628206690567213
7	48	11	3.856607092852815
7	567	12	3.823132808195245
7	373	13	3.6998015116808043
7	248	14	3.6645158865638323
7	354	15	3.661284695146124
7	638	16	3.517877695119541
7	124	17	3.482292845406684
7	801	18	3.4405014123190316
7	197	19	3.4307236253981306
7	1040	20	3.3778566424015826
8	492	1	7.389212571814603
8	122	2	6.067779701738073
8	1231	3	5.553290284452063
8	248	4	5.053181863975548
8	234	5	4.815538509918408
8	232	6	4.67212120938289
8	69	7	4.279690510661521
8	947	8	4.240663626977764
8	924	9	4.178067146765315
8	197	10	4.151617037087369
8	688	11	4.148058257978864
8	1193	12	4.1449863989137645
8	1350	13	4.142774831296635
8	993	14	3.960001490522382
8	1307	15	3.9374329558101357
8	354	16	3.874288013148478
8	1218	17	3.8709076877965582
8	231	18	3.8556364037922317
8	1262	19	3.828463956469978
8	56	20	3.735022286146531
9	45	1	4.450361973128737
9	102	2	3.7512907461700955
9	398	3	3.188224072910837
9	983	4	3.177632702808999
9	549	5	3.032688505731425
9	270	6	2.9649888414380214
9	142	7	2.8197500774006974
9	303	8	2.8039721462904286
9	21	9	2.7325829344307047
9	1258	10	2.638067930189347
9	123	11	2.631274960470059
9	1213	12	2.627048390006858
9	144	13	2.6237290775364124
9	5	14	2.5866878507145006
9	347	15	2.503715686585382
9	564	16	2.4762910899201183
9	1002	17	2.4690153288049768
9	554	18	2.4434168239826257
9	101	19	2.4334261089382445
9	784	20	2.418683911299289
10	493	1	6.136993696695416
10	302	2	6.039276406504457
10	1143	3	5.709649090882862
10	949	4	5.558577228541085
10	524	5	4.822362921777218
10	1199	6	4.73885721979984
10	405	7	4.461480134018238
10	691	8	4.450863135831132
10	1010	9	4.342285854122287
10	1286	10	4.244835710802128
10	1009	11	3.9890988629272
10	436	12	3.675412759147611
10	110	13	3.414973661979426
10	583	14	3.3018563878440217
10	1077	15	3.1964008644327144
10	1150	16	3.1892102574537255
10	616	17	3.1636042581836925
10	1274	18	3.1526364548367356
10	1319	19	3.115648570409661
10	1312	20	3.1124053415730972
