Query_ID	Doc_ID	Rank	Score
1	51	1	0.15928090223362365
1	879	2	0.15846061395890249
1	12	3	0.12271791697591018
1	184	4	0.10860763033121648
1	878	5	0.10396693015548374
1	359	6	0.09276793197924305
1	102	7	0.09092508676039056
1	486	8	0.09052226273925655
1	13	9	0.08787626262123564
1	429	10	0.08664705769986006
1	5	11	0.08629740537103896
1	817	12	0.08314855370798635
1	747	13	0.07852987449030666
1	874	14	0.07814288337012996
1	665	15	0.07485704234488702
1	1305	16	0.0746683967003052
1	56	17	0.07459613320308389
1	141	18	0.0737380824453568
1	875	19	0.07269803424529421
1	1340	20	0.07235249298794727
2	12	1	0.23544287627895064
2	51	2	0.16175889060796617
2	884	3	0.15402535212195978
2	429	4	0.15035528760021408
2	746	5	0.13743820254501823
2	1379	6	0.13165691778469174
2	607	7	0.1290771539051368
2	1042	8	0.1228126325307382
2	141	9	0.11884493074104356
2	1169	10	0.11638049459917497
2	100	11	0.11370919880034652
2	834	12	0.11362737621295071
2	810	13	0.11067751186558134
2	672	14	0.11034345021880256
2	430	15	0.10850189931073456
2	878	16	0.10846030357360176
2	578	17	0.10760483552928321
2	284	18	0.10752032653584617
2	92	19	0.10701923092076854
2	875	20	0.1040817994159605
3	485	1	0.24269838327672022
3	5	2	0.22186392667080168
3	181	3	0.16902053750506701
3	399	4	0.1460365825338443
3	144	5	0.1425596262210927
3	90	6	0.1299458186896782
3	582	7	0.11250195092098372
3	350	8	0.10700548988737246
3	281	9	0.10026088077393758
3	91	10	0.09239954592868407
3	407	11	0.08521404641155914
3	175	12	0.08373482674926162
3	374	13	0.08324086923764135
3	607	14	0.08268147382926863
3	1073	15	0.08080152561954321
3	378	16	0.07993627998600632
3	509	17	0.07812394196229547
3	398	18	0.07728902032110639
3	251	19	0.07614147041169961
3	6	20	0.07446703792061274
4	1085	1	0.1810835742116942
4	1275	2	0.17466851315273282
4	166	3	0.1652385823791844
4	167	4	0.16042772029674987
4	1312	5	0.14761364882483152
4	1189	6	0.1456923006846984
4	1286	7	0.1395349766199685
4	38	8	0.13889096586395322
4	488	9	0.13493523520510525
4	236	10	0.1347948735877818
4	1252	11	0.13430257967731524
4	176	12	0.13378278095403912
4	1073	13	0.12793713416103106
4	410	14	0.12672873270830876
4	539	15	0.12593535932947683
4	855	16	0.12549087236448261
4	317	17	0.12369325692759944
4	332	18	0.1223319805940113
4	1011	19	0.12222206609459578
4	487	20	0.12132845402051495
5	320	1	0.09078167401504679
5	103	2	0.08933123544364885
5	1032	3	0.08291974813392601
5	1102	4	0.08030157097041467
5	367	5	0.0792900702547043
5	368	6	0.07149215345231538
5	26	7	0.07133132216134956
5	641	8	0.06749782946599991
5	1376	9	0.06643053084984861
5	968	10	0.06571149629255862
5	1158	11	0.0639569910998849
5	327	12	0.061377437151604694
5	1379	13	0.05975853562460711
5	1272	14	0.059752990729496795
5	137	15	0.0591789524880912
5	1374	16	0.05750396906643471
5	537	17	0.057252771734767414
5	1305	18	0.05628667871321788
5	1283	19	0.055859146749193296
5	410	20	0.05510415693607682
6	491	1	0.11550992789066417
6	271	2	0.10075759090403374
6	386	3	0.09754452690710622
6	418	4	0.08833769076530891
6	385	5	0.08630605724726972
6	558	6	0.08282386604111547
6	257	7	0.07454991374478705
6	544	8	0.07211716113080605
6	472	9	0.07200782845804217
6	775	10	0.07174493256763798
6	258	11	0.07026891531917505
6	142	12	0.06885300459549894
6	148	13	0.06847848316715818
6	657	14	0.06681966683229082
6	1317	15	0.06679664142459198
6	861	16	0.06663264816973373
6	154	17	0.0659244889372448
6	1146	18	0.06365343854874925
6	99	19	0.06316346044499466
6	607	20	0.06276295529465936
7	492	1	0.45711772106173126
7	1231	2	0.17589518033960883
7	57	3	0.15999311273106426
7	48	4	0.14824375539306853
7	122	5	0.14770428559819843
7	512	6	0.14754025363915138
7	1347	7	0.14011149448640015
7	10	8	0.13970207901261772
7	248	9	0.13821276134452926
7	56	10	0.13810663565933232
7	973	11	0.13804359327239904
7	354	12	0.13619921099925653
7	1115	13	0.13337926426346777
7	988	14	0.1331707413389514
7	38	15	0.1325223833566685
7	1077	16	0.13015364348889605
7	434	17	0.1291489622397684
7	1382	18	0.12873987704258866
7	32	19	0.12836902029972397
7	1307	20	0.12450011310090082
8	492	1	0.309375063149779
8	122	2	0.15065907077777654
8	1231	3	0.13182556166866588
8	248	4	0.12876931204203163
8	354	5	0.12841894170063156
8	1045	6	0.12523730341941114
8	708	7	0.12112724438471872
8	69	8	0.11788464421892547
8	234	9	0.11699535687454209
8	1077	10	0.11298787607328761
8	1115	11	0.11239718819941298
8	1347	12	0.11129804544636784
8	1193	13	0.10813638225076545
8	923	14	0.10684323281151492
8	461	15	0.10667523117492678
8	498	16	0.10582771555595735
8	48	17	0.10515813169103086
8	559	18	0.1042851206018167
8	1350	19	0.10415775464099591
8	242	20	0.10385915007801017
9	5	1	0.10762915202166987
9	398	2	0.10661651263902992
9	102	3	0.0895440539557634
9	983	4	0.07791810644584116
9	524	5	0.07487250911008335
9	303	6	0.07230955181159235
9	554	7	0.07051144412301193
9	21	8	0.06917926476411929
9	509	9	0.06818449400777163
9	45	10	0.06729528047709142
9	564	11	0.0670960065330785
9	1395	12	0.06594008507771085
9	142	13	0.06493314644938428
9	120	14	0.0629334754970242
9	269	15	0.05656005984815601
9	566	16	0.05569673630254073
9	873	17	0.05509836613747457
9	549	18	0.05496068927080337
9	378	19	0.05433297861037568
9	559	20	0.054085687760369566
10	405	1	0.2537390540549772
10	302	2	0.16293031379782777
10	949	3	0.149655324315548
10	691	4	0.1482042332720086
10	1143	5	0.13804635257203404
10	524	6	0.13415316863013071
10	1286	7	0.12476570222248584
10	493	8	0.12001804552493137
10	1150	9	0.11027749192193886
10	616	10	0.10440469082012308
10	1312	11	0.10232795225161262
10	1199	12	0.10155994706974776
10	482	13	0.10116623902828197
10	621	14	0.0988890033094977
10	332	15	0.0987057090769803
10	1214	16	0.09783890232678859
10	355	17	0.0960546198130513
10	998	18	0.09498970726806893
10	1009	19	0.093473686217166
10	1011	20	0.09192589121931478
11	495	1	0.22423831781081274
11	320	2	0.1701651158118992
11	738	3	0.14551056146883892
11	654	4	0.14187509604272563
11	641	5	0.1382556454424105
11	1389	6	0.13765070669911642
11	28	7	0.1349398978203155
11	1186	8	0.1311347875026881
11	472	9	0.129402148119475
11	1327	10	0.12596648452058876
11	1314	11	0.12567552659247483
