Query_ID	Doc_ID	Rank	Score
1	12	1	0.12337962903306042
1	184	2	0.11585215321796864
1	13	3	0.11142988761792649
1	51	4	0.0972289346944333
1	429	5	0.09508026051928992
1	878	6	0.08984036255924616
1	875	7	0.08239931360316208
1	430	8	0.07747488110128845
1	486	9	0.07603730593228426
1	1111	10	0.07329587484524769
1	327	11	0.0713479728528199
1	747	12	0.07120738644108372
1	141	13	0.06787502054586124
1	884	14	0.06771496508204532
1	880	15	0.06586335487160107
1	502	16	0.06541378857605687
1	1144	17	0.06430609136839474
1	578	18	0.06420741025628024
1	1268	19	0.0627184765526326
1	1169	20	0.06245845594166478
2	12	1	0.23571389720730745
2	429	2	0.1648039881583888
2	884	3	0.15445621710831314
2	51	4	0.14561192082096397
2	607	5	0.1412203848809988
2	746	6	0.13481264446578492
2	1042	7	0.13262692264579498
2	1379	8	0.13013758787708032
2	141	9	0.12358976133992726
2	430	10	0.11468624804498312
2	875	11	0.11463960974612185
2	1169	12	0.11403555261873885
2	878	13	0.11227030950859657
2	578	14	0.11222918684763449
2	1170	15	0.11066330560279111
2	672	16	0.10743436280565875
2	1158	17	0.10465729268107468
2	810	18	0.10320379293721112
2	1063	19	0.09845777509106048
2	650	20	0.09793840871537912
3	181	1	0.2080393498891526
3	5	2	0.1935149397474218
3	485	3	0.18931808881680262
3	399	4	0.16896560719494538
3	144	5	0.12759187174962688
3	350	6	0.11124082873461547
3	1073	7	0.09167958071974752
3	90	8	0.08802228284395601
3	119	9	0.0873863492224273
3	175	10	0.08704910966383154
3	398	11	0.08563962653293264
3	374	12	0.07940921507033702
3	251	13	0.0769759175284885
3	542	14	0.07613375109262335
3	387	15	0.0746590916012678
3	1287	16	0.07444476663313006
3	607	17	0.07293383549511949
3	378	18	0.07279861848641184
3	963	19	0.07172528810963116
3	285	20	0.07101566588835634
4	1275	1	0.1627587278473475
4	166	2	0.16181353138657267
4	1085	3	0.15951974510283135
4	1312	4	0.1529235552320373
4	1189	5	0.14514752456015384
4	167	6	0.13830714357904694
4	1286	7	0.1355091563651292
4	1252	8	0.13501936643528734
4	236	9	0.13483385769969275
4	410	10	0.12784620490494475
4	317	11	0.12547876581356066
4	4	12	0.1182485259895338
4	378	13	0.1137680878200954
4	1073	14	0.11317953643574859
4	539	15	0.11160079746791624
4	665	16	0.11117667207962302
4	488	17	0.11097456608064173
4	775	18	0.11057251667631952
